ling,yuan,xing 〇
yi 𧺎
chi 𧺏
jue 𧺐
zu 𧺒
jiao 𧺜
yi 𧺝
tan 𧺟
chi 𧺠
ba 𧺡
tou,yi 𧺢
zong 𧺣
ju,qiu 𧺤
chi 𧺧
xi 𧺨
ni 𧺰
cu 𧺲
wu 𧺴
chu 𧺶
su 𧺷
yong 𧺸
ju 𧺹
ba 𧺺
ci 𧺼
di 𧺽
pan 𧺾
chi,yi 𧺿
qiu 𧻁
qu,yan 𧻃
zhai 𧻍
xian 𧻒
beng 𧻓
kuang 𧻔
qi 𧻕
zhou 𧻖
ju 𧻗
qie 𧻘
po,mo 𧻙
yuan 𧻚
gui,kui 𧻜
zui 𧻝
qie 𧻧
hu,zao 𧻰
qiu 𧻱
hai,kui 𧻲
fu 𧻳
lang 𧻴
sha 𧻵
xi 𧻶
bu 𧻷
shi 𧻸
yong 𧻹
kuang,guang 𧻺
nie 𧻼
hou 𧻿
mi 𧼊
e 𧼎
xian 𧼏
qun,yun 𧼐
xu 𧼑
qin 𧼒
dong 𧼓
leng 𧼔
qi 𧼕
lan 𧼖
fu 𧼗
qi 𧼘
chong 𧼙
cu 𧼜
mo 𧼟
bei 𧼠
dao 𧼤
jie,jue 𧼨
chong,dong 𧼩
chi 𧼪
yu 𧼫
cui 𧼬
su,qiu,sou 𧼭
ti 𧼮
shu,yu 𧼯
zha 𧼰
fu,bi 𧼱
che 𧼳
fo,zhi 𧼴
hou 𧼵
zha 𧼶
jie 𧽄
zha 𧽅
zhan 𧽆
yan 𧽉
hai 𧽊
wu 𧽋
hua 𧽌
dian 𧽍
yao 𧽎
sou 𧽏
qian 𧽐
ji 𧽑
xiong 𧽒
qi 𧽓
jun 𧽔
hai 𧽖
yan 𧽞
jie 𧽟
cui 𧽠
tuan 𧽢
zhang 𧽣
piao 𧽤
lu 𧽥
zhi 𧽦
chu 𧽧
mi 𧽨
qiang 𧽩
lian 𧽫
li 𧽲
e 𧽶
su 𧽷
gui,jue 𧽸
ju 𧽻
tan 𧽼
liao 𧽽
san,cun 𧽾
dong 𧽿
za 𧾁
zhi 𧾂
xuan 𧾆
ling 𧾇
deng 𧾊
zhan,chan 𧾍
xuan 𧾎
qin 𧾏
jiao 𧾐
pi 𧾑
han 𧾔
yu 𧾚
guo 𧾛
xun 𧾝
xun 𧾠
chan 𧾡
ji,jie 𧾢
ju 𧾣
yan 𧾤
du 𧾥
hong 𧾧
xian 𧾨
xun,xuan 𧾩
ling 𧾮
jie 𧾯
yi 𧾰
qu 𧾱
gan 𧾲
feng 𧾳
jue 𧾵
qu 𧾶
jiu 𧾻
ji 𧾽
ji 𧾾
xi 𧿅
pang 𧿆
kuang 𧿈
ku,wu 𧿉
ku 𧿋
zha 𧿌
ba 𧿏
chen 𧿒
hu 𧿓
nu 𧿔
e 𧿕
xiong 𧿖
dun 𧿗
sheng 𧿘
wan 𧿙
fen 𧿚
xi 𧿝
zi 𧿞
hu,di 𧿠
bie 𧿥
tuo 𧿧
ban 𧿨
ge 𧿩
ke 𧿫
zhui,bo 𧿲
fu,fei 𧿳
mo 𧿴
jia 𧿵
tuo 𧿶
yu 𧿷
mu 𧿹
jue 𧿺
ju 𧿻
gua 𧿼
po 𧿽
nian,ni 𨀀
wa 𨀄
yan 𨀅
chou 𨀔
kuang 𨀕
hai 𨀖
xiang 𨀘
xi 𨀙
cun 𨀛
tong 𨀜
ruo 𨀝
duo 𨀟
che 𨀠
lei 𨀤
zi 𨀥
zheng 𨀧
zuo 𨀨
kang 𨀫
zai 𨀬
xuan,yuan 𨀮
qiong 𨀯
fa 𨀳
xun 𨀴
ji 𨀶
cha 𨀸
shu,chou 𨁀
xuan 𨁁
xie 𨁂
ti 𨁃
han 𨁄
xian 𨁅
shan 𨁆
tun 𨁇
geng,hang 𨁈
kun 𨁉
cen 𨁊
dou 𨁋
nuo 𨁌
yan 𨁍
cheng,jing 𨁎
pu 𨁏
qi 𨁐
yue 𨁑
fu 𨁒
ting 𨁗
wo 𨁟
sheng 𨁠
tuo 𨁡
tan 𨁴
ya 𨁶
zhi 𨁷
lu,li 𨁸
yan 𨁹
ju 𨁺
de 𨁽
zhuo,chu 𨁿
zu 𨂀
e 𨂁
zhi,xue 𨂂
peng 𨂃
bie 𨂅
di 𨂇
lai 𨂐
ye 𨂒
hao 𨂜
pan 𨂝
tan 𨂞
kang 𨂟
lv,xu 𨂠
zou 𨂡
ji 𨂢
wu 𨂣
chuan 𨂦
po 𨂩
yan 𨂪
tuo 𨂫
du 𨂭
pian 𨂯
chi 𨂰
hun 𨂱
ping 𨂲
cong 𨂴
zha 𨂵
wan 𨂺
wai 𨂿
e 𨃃
wei 𨃄
bai 𨃅
jiang 𨃇
cha 𨃓
chu 𨃕
kua 𨃖
teng 𨃗
qu,zou 𨃘
li 𨃙
ta 𨃚
sa 𨃛
pan 𨃞
pan 𨃟
sao 𨃣
qiao,kao 𨃤
zu 𨃭
zhi 𨃯
yan 𨃰
jie 𨃲
neng 𨃳
luan 𨄄
qu 𨄅
deng,teng 𨄇
liang 𨄈
chan 𨄉
qie 𨄊
lou 𨄋
die,xie 𨄌
cui 𨄍
ji 𨄐
chao 𨄓
shuan 𨄔
zu 𨄕
kang 𨄗
qiang 𨄚
li 𨄛
shuai 𨄮
yu 𨄯
zhang 𨄰
lei 𨄱
po 𨅅
zhe,che 𨅊
xiao 𨅋
tan 𨅍
cui 𨅎
lan 𨅏
xu 𨅑
shu,chu 𨅒
da,zha 𨅓
can 𨅔
bi 𨅗
peng 𨅘
cheng 𨅝
qiao 𨅣
ji 𨅤
zhai 𨅪
lan 𨅬
tian,yan 𨆁
sa 𨆂
jin 𨆃
zhu 𨆄
duo 𨆅
cha 𨆇
juan 𨆈
tang 𨆉
beng 𨆊
fan 𨆌
lie 𨆍
zei 𨆎
sui 𨆏
se 𨆙
zhi 𨆧
tui 𨆨
qing 𨆪
chuo 𨆬
ta,da 𨆰
bing 𨆱
wen 𨆲
po 𨆵
mo 𨆽
ca 𨆾
kuang 𨇁
cuo,zuan 𨇃
rao 𨇄
bao 𨇅
lai 𨇆
nian 𨇍
li 𨇎
jiao 𨇕
lu 𨇖
li 𨇗
long 𨇘
gui 𨇙
chan 𨇝
xian 𨇤
chan 𨇦
xie 𨇨
zhan 𨇩
shuang 𨇯
mi 𨇻
luan 𨇼
luo 𨇽
dian 𨈀
die 𨈈
wan 𨈊
yue 𨈋
luan 𨈌
luan 𨈎
leng 𨈓
wai 𨈕
din 𨈖
nen 𨈗
shao 𨈘
zhi,xie 𨈙
pi 𨈚
mao 𨈥
yin 𨈧
bo 𨈩
zhu 𨈫
chong 𨈮
mu 𨈶
tuo 𨈷
tong 𨈹
ye 𨈺
huang 𨉁
ren 𨉃
ye 𨉅
tuo 𨉋
zuan 𨉖
yu 𨉗
a 𨉚
zhou 𨉜
wan 𨉝
duo 𨉡
zhong 𨉢
ha 𨉣
huang 𨉤
mian,ti 𨉥
chun 𨉩
qie 𨉪
qiong,gong 𨉫
ting 𨉬
mei 𨉭
tang 𨉱
rong 𨉴
rong 𨉷
qi 𨉸
guo 𨉹
xiang 𨉽
tian 𨉾
xiao 𨊅
zhan 𨊈
cui 𨊉
lan 𨊔
qu,shen 𨊘
lei 𨊚
li 𨊛
chan 𨊝
nie 𨊞
luan 𨊟
ting 𨊡
hui,shao 𨊢
gong 𨊧
qi 𨊰
yu 𨊱
xin 𨊳
yue 𨊸
ba 𨊹
dai 𨊺
ji 𨊻
xuan 𨊼
jue 𨊿
niu 𨋀
du 𨋈
ji 𨋉
pa 𨋐
gong 𨋑
ben 𨋒
keng,ju 𨋔
ang,yang 𨋕
liu 𨋖
ni 𨋗
zha 𨋘
yin 𨋙
nian,ruan 𨋚
pao 𨋛
gong 𨋝
bu 𨋞
he 𨋟
rong 𨋠
gui 𨋡
bi 𨋥
xi 𨋦
ju 𨋧
hun 𨋨
fu,bi 𨋩
tiao 𨋫
zheng,cheng 𨋬
hong,chun 𨋮
yi 𨋯
ci 𨋰
bing 𨋲
gong 𨋷
fa 𨋺
yang 𨋽
xu 𨋾
hong 𨌁
zang 𨌄
chai 𨌅
hong 𨌆
tian 𨌈
zhi 𨌌
xing 𨌍
xu 𨌎
zhen 𨌑
wan 𨌔
jun 𨌘
huo,wo 𨌝
lu 𨌠
zheng 𨌢
rong 𨌣
cheng 𨌤
fu 𨌥
e 𨌧
tao 𨌨
tang 𨌩
juan 𨌫
chao 𨌬
ta 𨌭
di 𨌮
zong 𨌰
keng 𨌳
tui 𨌴
keng 𨌶
rong 𨍅
yun 𨍆
he 𨍇
zong 𨍈
zong,cong 𨍉
qiu 𨍊
mu 𨍎
duo 𨍏
xu 𨍐
keng 𨍑
jian,xian 𨍒
du 𨍛
kan 𨍜
ying 𨍞
zi 𨍢
huang 𨍧
peng 𨍩
li 𨍫
po,bo 𨍭
li,ge 𨍮
ju 𨍯
ke 𨍰
gun,hu 𨍲
yao 𨍳
tang 𨍴
qiong 𨍶
rong 𨍷
liu 𨍸
hui 𨍹
ji 𨍺
zhi 𨎉
cheng,tang 𨎋
zhi 𨎌
liang,kang 𨎍
yang 𨎔
chang,tang 𨎖
hong 𨎗
liang 𨎛
cao 𨎝
nai 𨎡
zong 𨎢
deng 𨎤
jiao 𨎦
peng 𨎧
guang 𨎩
er 𨎪
jian 𨎫
jiao 𨎬
nuo 𨎭
zao 𨎮
peng 𨎳
dang 𨎴
qu 𨎶
lian 𨎷
mu 𨎸
lan 𨎹
fen 𨎾
xuan,hun 𨏂
kuang 𨏆
yin 𨏈
shuan 𨏉
jian 𨏊
lei,luo 𨏒
lu,du 𨏔
ge 𨏚
nian,rang 𨏛
pin 𨏞
long 𨏠
zhen 𨏤
xian 𨏥
lin 𨏨
lian 𨏩
shan 𨏪
bo 𨏫
li 𨏬
xie 𨏳
ge 𨏴
min 𨏵
lian 𨏶
jue 𨏹
zhou 𨏺
ke 𨏿
die 𨐁
zhe 𨐃
shu 𨐅
ji 𨐆
long 𨐇
guang 𨐈
zao 𨐉
xian 𨐊
qian 𨐋
shen 𨐍
yin 𨐐
jie 𨐑
shen 𨐔
ci,shen 𨐕
sa 𨐖
xi 𨐛
ku 𨐡
qu 𨐣
ge 𨐥
ban 𨐦
bi 𨐨
qian 𨐩
bin 𨐰
ban 𨐱
zuo 𨐳
pi 𨐴
huo 𨐶
ban,bian 𨐾
nong 𨑊
chen 𨑌
peng 𨑎
fu 𨑑
tu 𨑒
pi 𨑜
po 𨑝
chi 𨑠
xue 𨑣
qi 𨑤
wu 𨑥
zhi 𨑨
di 𨑩
cong 𨑪
you 𨑫
cong 𨑹
di 𨑼
zhuo 𨑽
zou 𨑿
cong 𨒀
pan 𨒃
yan 𨒄
qi 𨒅
rong 𨒆
jia 𨒇
zhui,zhi,sui 𨒉
qiu 𨒊
yue 𨒋
shi 𨒍
hao 𨒑
tuo,hou 𨒙
bie 𨒜
kan 𨒞
chuo 𨒢
ci 𨒤
yin 𨒦
shi 𨒧
hai,nai 𨒨
ruan 𨒩
ni,yang 𨒫
chi 𨒬
ci 𨒮
gong 𨒱
mi,xue 𨒲
ji 𨒴
gen 𨒼
suo,zao 𨒽
beng 𨓁
xin 𨓇
kuo 𨓈
die 𨓊
ting 𨓍
shui 𨓚
dai 𨓞
li 𨓦
yong 𨓨
jiao 𨓩
ta 𨓬
qu,cou 𨓭
yin 𨓮
yuan 𨓯
jie 𨓰
qian 𨓲
yao 𨓳
ya 𨓴
qing 𨓷
pei 𨓿
jia 𨔗
tou 𨔙
ti 𨔛
dun,chuan,tun 𨔡
chan 𨔢
jia 𨔣
chi 𨔤
jin,jian 𨔥
shu 𨔦
ta 𨔯
zhi 𨕕
yuan 𨕗
hu 𨕚
lie 𨕜
ze 𨕠
chu 𨕢
qiu 𨕦
beng 𨕧
huan 𨕹
kua 𨕺
sheng 𨕻
jie 𨕽
wang 𨕿
hu 𨖃
ji,ze 𨖊
zan,zhi 𨖋
yang 𨖌
chi 𨖎
jiu 𨖏
liao 𨖚
yu 𨖛
bian 𨖠
kuang 𨖢
chou 𨖬
ya 𨖭
zhuo 𨖮
qie 𨖰
xian 𨖱
yuan 𨖳
wu 𨖴
jiao 𨖵
xiang 𨖶
sha 𨖷
zhi 𨖹
chong 𨖼
bian 𨖾
wei 𨖿
dao 𨗓
ju,yu 𨗝
tui 𨗞
chao 𨗡
hui 𨗥
qian 𨗦
wei 𨗨
you 𨗰
di,dai 𨗼
da 𨗾
you 𨘁
jiu 𨘂
tui 𨘃
zan 𨘄
hui 𨘇
sha 𨘉
huo 𨘌
yao 𨘔
xian 𨘙
xian 𨘞
di 𨘬
jiu 𨘮
hui 𨘲
kao 𨘴
you 𨘵
li 𨘸
chuan 𨘼
chi 𨘾
huo 𨙀
you 𨙂
yue 𨙄
ta 𨙎
zan 𨙏
nie 𨙓
zhu 𨙔
xian 𨙡
shi 𨙩
kou 𨙫
qi 𨙬
tu 𨙭
fan 𨙮
cun 𨙯
tun,cun 𨙲
cha 𨙳
zai,cai 𨙴
xiang 𨙵
pei 𨙶
jing 𨙷
zhi,qi 𨙸
shao 𨙹
niu 𨙺
na 𨙻
qin 𨙽
bei,bi 𨚍
fu,bi,fei 𨚓
bao 𨚔
bian 𨚕
zi 𨚖
na 𨚗
wei 𨚘
hao 𨚙
jin 𨚡
zheng 𨚣
qie 𨚧
hao 𨚮
tong 𨚯
zao 𨚰
sheng 𨚱
cun 𨚲
huang 𨚳
ru 𨚴
zai 𨚵
nian 𨚶
xian 𨚾
quan 𨛈
ji 𨛉
yin 𨛊
li 𨛋
mang 𨛌
shao 𨛍
han 𨛎
cuo 𨛏
jun 𨛐
ji 𨛑
bu 𨛒
long 𨛓
fou 𨛔
you 𨛕
kuai 𨛖
xiang 𨛜
yun 𨛡
qin 𨛣
hui 𨛤
pu 𨛥
li 𨛫
pei 𨛬
shu,she 𨛭
ju 𨛮
yi 𨛯
zheng 𨛰
chong 𨛱
ji,xi 𨛳
hu 𨛵
rou,shou 𨛶
huan 𨜌
qiao 𨜍
zhi 𨜎
ying 𨜏
xi 𨜐
qiao 𨜑
ji 𨜒
zheng 𨜓
huang 𨜔
yu 𨜖
zou 𨜗
mei 𨜘
sheng 𨜜
quan 𨜩
jiang 𨜰
he 𨜱
tong 𨜳
he 𨜴
wen 𨜵
yi 𨜶
pang 𨜷
weng 𨜺
qian 𨜻
li 𨜼
yi 𨜽
chuang 𨜾
xu 𨜿
wei 𨝀
ge 𨝆
yu 𨝈
zhai 𨝋
gan 𨝌
qian 𨝍
kang 𨝎
li 𨝏
shen 𨝐
guan 𨝑
piao 𨝓
li 𨝖
hu 𨝘
tu 𨝛
shun 𨝜
hu 𨝞
li 𨝟
lou 𨝢
dang 𨝦
zuo 𨝨
shan 𨝩
xi,she 𨝫
feng 𨝭
ju,zou 𨝮
tong 𨝯
jiao 𨝰
qiao 𨝱
hao,gao 𨝲
zi 𨝳
huang 𨝴
shan 𨝵
tan 𨝸
tuo 𨞌
ling 𨞎
cheng 𨞐
weng 𨞑
zuo 𨞒
yu 𨞓
chu,zhu 𨞕
qun 𨞗
xi 𨞘
qu 𨞙
ge 𨞛
qi 𨞢
xu 𨞣
gai 𨞨
que 𨞩
chou,shou 𨞪
meng 𨞫
shen 𨞲
qu 𨞳
qiao 𨞶
can 𨞷
li 𨞺
wan 𨞼
lei 𨞽
xing 𨞾
lang 𨞿
shi 𨟂
zheng 𨟃
fan 𨟄
zhi 𨟊
yin 𨟏
li 𨟑
mo 𨟖
wei 𨟗
ying 𨟙
rang 𨟚
quan,que,jue 𨟠
luo 𨟥
dai 𨟲
yin 𨟴
bi 𨟵
ge 𨟶
wen 𨟸
yan 𨟹
mian 𨟺
gang 𨟼
qiu 𨟽
zhi 𨟾
gu 𨠋
tong 𨠌
ling 𨠎
ti 𨠏
ci 𨠐
tuo,yi 𨠑
fan 𨠒
po 𨠓
bi 𨠔
bao 𨠖
peng 𨠟
suan 𨠡
song,nong 𨠤
wei 𨠥
xiao 𨠦
hao 𨠬
yan 𨠭
yi 𨠶
zao 𨠷
ying 𨠸
nan 𨠹
za 𨠿
tian 𨡁
xi 𨡂
jiao 𨡃
yan 𨡄
nei 𨡌
tan 𨡍
yan 𨡎
tian 𨡏
zhi 𨡐
chou 𨡑
tao 𨡒
zha 𨡗
mian 𨡞
wu 𨡡
yin 𨡢
yan 𨡣
lao 𨡤
po 𨡩
hun 𨡫
hai 𨡬
mu 𨡭
cong 𨡮
ding,ku 𨡱
chou 𨡲
you 𨡴
zhuo 𨡸
sou 𨡻
yin 𨢂
zui 𨢅
sang 𨢆
liu 𨢇
han 𨢈
wei 𨢉
meng 𨢊
hu 𨢋
li 𨢌
yin,mi 𨢎
bang 𨢐
jian 𨢑
que 𨢜
meng 𨢠
mu 𨢢
hong 𨢣
hu 𨢤
mi 𨢥
shai,zha 𨢦
shang 𨢩
chao 𨢪
tu,zhuo 𨢬
zhi 𨢮
nian 𨢯
ji 𨢵
ke 𨢸
zheng 𨢹
dan 𨢿
liao 𨣀
zhan 𨣁
gong 𨣂
lao 𨣃
hua 𨣄
chuai 𨣅
jian 𨣇
kui 𨣈
she 𨣍
chen 𨣔
tan 𨣕
hu 𨣗
meng 𨣘
pao 𨣙
zhan 𨣚
chang 𨣛
gan,jian 𨣝
yi 𨣠
sui 𨣢
xu 𨣦
ji 𨣧
lan 𨣨
yi 𨣬
mi 𨣯
mie 𨣱
cuan 𨣵
lan 𨣸
yan 𨣻
mi 𨣾
yong 𨤂
cang,za 𨤃
jian 𨤄
sou,zao 𨤇
yan 𨤎
juan 𨤑
e 𨤕
fen 𨤘
fen 𨤚
guang 𨤡
mai 𨤢
lie 𨤤
chong 𨤩
li 𨤫
zhi 𨤱
xie 𨤴
chou 𨤷
ji 𨤹
pi 𨤽
jie 𨥂
zhou,zhu 𨥇
xiong 𨥍
kuang,gong 𨥑
jing 𨥙
hu 𨥛
qian 𨥞
cen 𨥣
qi 𨥦
fan,wan,bian 𨥧
mao 𨥨
dou 𨥪
kou 𨥴
dai 𨥶
nao 𨥸
hong 𨥺
lai 𨦂
duo 𨦃
qian 𨦄
yin 𨦆
lou 𨦖
hui 𨦗
fu 𨦛
mao 𨦜
zhou 𨦞
yong,yang 𨦡
lao 𨦭
ji 𨦮
yi 𨦯
liu 𨦰
cong 𨦱
nan 𨦳
tun 𨧐
xiang 𨧑
bian 𨧕
chuang 𨧖
wu 𨧗
ju 𨧙
xie 𨧥
pi 𨧦
zhuo 𨧧
zhui,rui 𨧨
sao 𨧪
zi 𨧫
zheng 𨧭
zu 𨧰
qu 𨧱
chi 𨧳
zhi 𨧵
quan 𨨗
qian 𨨘
ya 𨨙
chao 𨨚
he 𨨛
ru 𨨜
ju 𨨠
wu 𨨡
chi 𨨬
kuang,gong 𨨭
cou,zhou 𨨯
ruan 𨨰
kuo 𨨱
chi 𨨲
zu 𨨳
jiao 𨨴
yu 𨨶
tu 𨨷
meng 𨨸
da 𨨹
shuo,xue 𨨺
feng 𨩥
gou 𨩦
dong 𨩧
cha 𨩨
mao 𨩩
chan 𨩪
bian 𨩫
yu 𨩬
wan 𨩯
zu 𨩰
zi 𨩲
chuan 𨩴
wan 𨩵
wa 𨩶
quan,juan 𨩸
wan 𨩻
xia 𨩽
ying 𨪄
jian 𨪅
wei 𨪈
ti 𨪉
sao 𨪊
qi 𨪌
sha 𨪍
yu 𨪎
ji 𨪏
tou,dou 𨪐
chan 𨪑
tuan 𨪒
liu 𨪕
zhui 𨪗
ruan 𨪳
yan 𨪶
gu 𨪷
li 𨪹
cha 𨪺
di 𨪾
liu 𨪿
zhan 𨫀
po 𨫁
lou 𨫒
zhi,xie 𨫔
lian 𨬁
luo 𨬅
dui,duo 𨬍
jue 𨬐
li 𨬑
lan 𨬒
ruan 𨬔
gu 𨬕
chan 𨬖
xu 𨬗
zhi 𨬚
xue 𨭁
bo 𨭂
cheng 𨭃
zhu 𨭅
hei 𨭆
ban 𨭉
die 𨭓
zhan 𨭖
guo 𨭗
biao 𨭚
la,ge 𨭛
jin 𨭺
gai 𨮂
meng 𨮒
yu 𨮔
xi 𨮪
piao 𨮬
si 𨮭
deng 𨮴
chuo 𨮸
di 𨮹
ji 𨮺
chan 𨮻
zhuo 𨮿
cai 𨯓
jiang 𨯞
tou 𨯲
li 𨯽
qian 𨰂
chuo 𨰆
ta 𨰏
diao 𨰑
jian 𨰓
zhi 𨰛
jue 𨰜
mo 𨰞
luo 𨰠
bao 𨰦
zuan 𨰭
zhe 𨰵
yu 𨰸
bao 𨰻
ma 𨰾
xi 𨰿
hu 𨱀
yi 𨱁
e 𨱂
gu 𨱃
tu 𨱄
zhen 𨱅
qiu 𨱇
su 𨱈
liang 𨱉
qu 𨱊
ling 𨱋
guan 𨱌
lang 𨱍
tou 𨱎
da 𨱏
lou 𨱐
huang 𨱑
shou 𨱒
jiao 𨱓
zun 𨱔
gai 𨱕
wei 𨱖
kun 𨱙
duan 𨱚
song 𨱛
qi 𨱜
yang 𨱝
shi 𨱡
gai 𨱣
dao 𨱦
ao,yao 𨱧
qian 𨱫
shao 𨱭
chang 𨱮
miu 𨱯
mo 𨱱
nao 𨱵
cong 𨱸
nie 𨱺
zhao 𨱻
cen 𨱼
song 𨱿
nie 𨲀
ci 𨲁
jun 𨲄
shao 𨲆
zhu 𨲈
sheng,tuo,duo 𨲉
an 𨲊
bi 𨲋
ti 𨲎
pi 𨲐
xia 𨲑
qiu 𨲒
sheng 𨲓
tang 𨲗
mian,man 𨲛
pian 𨲜
ti 𨲞
rong 𨲟
cong 𨲧
ji 𨲪
feng 𨲫
wu 𨲬
jiao 𨲭
lao 𨲮
zeng 𨲯
peng 𨲰
can 𨲱
nong 𨲳
chan 𨲵
mian,man 𨲾
gui 𨲿
niao 𨳀
chong 𨳁
chan 𨳂
nang 𨳆
xia 𨳉
jiu 𨳊
ji 𨳋
zhen 𨳌
ting 𨳑
men 𨳔
yue 𨳕
zhong 𨳗
tun 𨳘
rui 𨳙
fen,xie 𨳚
xi 𨳛
ting,run 𨳝
niu 𨳞
wang 𨳠
guan,jian 𨳡
fen 𨳣
bi,bian 𨳲
yi 𨳷
die 𨳺
ji 𨳻
gan 𨳼
ma,xi,jian 𨳿
jiong 𨴀
kai 𨴆
que,guan 𨴊
nan 𨴌
mou 𨴍
xu 𨴎
song 𨴏
shen 𨴐
kuang 𨴑
que 𨴒
wei 𨴓
die 𨴗
nan 𨴘
ruo 𨴚
gong 𨴛
dou,you 𨴜
nian 𨴞
chao 𨴡
he 𨴢
yan 𨴣
tu 𨴩
bu 𨴪
hu 𨴬
yong 𨴭
shi 𨴯
chu 𨴰
xiao 𨴹
men 𨴺
li 𨴻
ti 𨴼
jian 𨴾
zhi 𨵂
fu,yue,gua 𨵃
guan 𨵄
qi 𨵆
fei 𨵈
yu 𨵉
zhe 𨵊
wei 𨵋
e 𨵌
chan 𨵍
xi,qi 𨵎
gu 𨵐
que 𨵗
hui 𨵘
xie 𨵚
ying 𨵛
ta 𨵝
wai 𨵞
fu 𨵟
jie 𨵠
pi 𨵡
sheng 𨵥
yu 𨵦
kua 𨵧
pi 𨵩
xie 𨵪
nve 𨵫
xian 𨵬
jian 𨵭
xu 𨵮
bi 𨵰
nan 𨵴
liang 𨵶
pian 𨵸
jing 𨵼
ta 𨶀
yan 𨶁
ai 𨶂
xiao 𨶅
qiang 𨶆
wu 𨶇
tang 𨶈
jun 𨶊
kuo 𨶐
lang 𨶗
neng 𨶙
dou 𨶜
shu 𨶝
jiao 𨶟
nie 𨶠
yu 𨶢
ce 𨶨
liu,jiao 𨶪
hua 𨶬
wen 𨶭
ye 𨶮
e 𨶯
guang 𨶰
hua 𨶱
jiao 𨶲
lei 𨶺
shang 𨶼
yong 𨶽
deng 𨶿
guan 𨷀
niu 𨷁
sui 𨷃
xiang 𨷄
sa 𨷆
chang 𨷇
run 𨷎
yun 𨷐
fen 𨷒
jian 𨷓
xu 𨷔
xi 𨷘
shu 𨷙
xie 𨷥
li 𨷦
tou 𨷩
mi 𨷬
chan 𨷭
huo 𨷮
zhuan 𨷱
yue 𨷲
lan 𨷻
yan 𨷽
dang 𨷾
xiang 𨷿
yue 𨸀
ting 𨸁
beng 𨸂
san 𨸃
xian 𨸄
die 𨸅
pi 𨸆
pian 𨸇
ta 𨸉
jiao 𨸋
ye 𨸌
yue 𨸎
reng 𨸐
qiao 𨸑
qi 𨸒
diao 𨸓
wei,qi 𨸔
han 𨸗
yuan 𨸘
you 𨸙
ji 𨸚
gai 𨸛
hai 𨸜
shi 𨸝
qu 𨸟
wen 𨸩
zhen 𨸬
po 𨸭
yan,yun 𨸮
gu 𨸯
ju 𨸰
nian,tian 𨸱
e 𨸷
ya 𨸺
lin 𨸻
bi 𨸼
zi 𨹀
hong 𨹁
duo 𨹃
dui 𨹅
xuan 𨹆
shan,yang 𨹈
shan 𨹊
yao 𨹋
ran 𨹌
tuo 𨹔
bing 𨹗
xu 𨹘
tun 𨹙
cheng 𨹚
dou 𨹜
ya,yi 𨹝
che 𨹡
juan 𨹵
ji 𨹶
zhao 𨹸
beng 𨹹
tian 𨹻
peng 𨺀
fu 𨺅
tuo 𨺖
xian 𨺘
ni 𨺙
long 𨺚
zhuo 𨺝
zheng 𨺟
shun 𨺠
zong 𨺡
feng 𨺢
duan 𨺣
pi 𨺤
yan 𨺥
sou 𨺦
qiu 𨺧
e 𨺨
qian 𨺩
qian 𨺫
ca 𨺭
xun 𨺮
zhui 𨺵
mao 𨺸
jiao 𨺹
zhan 𨺿
pi,bi 𨻀
xi 𨻁
yan 𨻂
fei 𨻃
nie 𨻄
zhi 𨻆
suo 𨻈
yi 𨻊
lei 𨻌
xu 𨻍
yi 𨻏
wei 𨻒
ji 𨻕
chen 𨻖
die 𨻗
yuan 𨻣
xi 𨻥
liu 𨻧
suo 𨻨
beng 𨻱
xia 𨻲
yan 𨻳
cui,dui,zui 𨻵
kang 𨻷
qing 𨻺
lou 𨻻
bi 𨻼
zhan 𨼈
cuan 𨼉
wu 𨼊
xu 𨼋
chen 𨼌
hao 𨼍
jue 𨼎
chen 𨼐
cha 𨼑
chan 𨼒
zhi 𨼓
xun 𨼔
ge 𨼣
chen 𨼤
ye,ge 𨼥
chu 𨼪
qu 𨼫
xie 𨼬
zhan 𨼮
ken 𨼯
jue 𨼱
qu 𨼽
meng 𨼿
ye 𨽀
cong,zou 𨽁
pu 𨽂
shi 𨽄
shu 𨽉
chan 𨽊
du 𨽍
guo 𨽏
lu,yang 𨽐
yan 𨽑
niao 𨽖
pin,bin 𨽗
tui 𨽟
ni 𨽦
huan 𨽧
qian 𨽨
xia 𨽯
ling 𨽲
lian 𨽷
li,yi 𨽹
li 𨽻
si 𨽼
dai 𨽿
wei 𨾂
ci 𨾅
jiu 𨾉
hong 𨾊
yu 𨾌
kui 𨾎
hang 𨾒
yi,ge 𨾓
fang 𨾔
kui,xie 𨾗
fu,gui 𨾚
chi,qi 𨾛
jiu 𨾞
huang,sui 𨾡
die 𨾤
sui 𨾬
qin 𨾰
gui 𨾴
zhui 𨾻
tiao 𨾾
yue 𨿁
zui 𨿇
wu 𨿏
cui 𨿐
xi,zhi 𨿛
shui 𨿠
dong 𨿢
wei 𨿭
chong 𨿿
run 𩀋
ji 𩀖
diao 𩀜
cang 𩀞
gu,kou 𩀠
wei 𩀣
can 𩀧
ma 𩀪
ou 𩀫
san 𩀲
hui,wei,mi 𩀶
san 𩀼
jin 𩀿
wei 𩁌
cai 𩁞
li 𩁟
yue 𩁯
yun 𩁴
cheng 𩁷
shan 𩁺
hu 𩂂
shai 𩂃
tun 𩂄
fu,fou 𩂆
qin 𩂈
chen,xu 𩂉
chuan 𩂍
fu 𩂎
